위치,조항,제목,내용
교과과정 편성 및 운영에 관한 지침,9,공통교과목,① 학생 소속과 상관없이 전체 대학(원) 학생들을 대상으로 하는 교과목으로 어느 대학(원)에도 속하지 않거나 여러 대학(원)에 중복하여 속하는 교과목은 기초교육원 공통교과목으로 편성할 수 있다. ② 대학(원) 전체 학생들을 대상으로 하는 교과목으로서 대학(원) 내 어느 학문 계열에도 속하지     않거나 여  러 학문계열에 중복하여 속하는 교과목은 해당 대학(원) 공통교과목(전공탐색교과목      포함)으로 편성할  수 있다.  ③ 학과(부) 내에 전공이 있는 경우 해당 학과(부) 전체 학생들을 대상으로 하는 교과목으로 학     과(부) 공통  교과목을 편성할 수 있다.
교과과정 편성 및 운영에 관한 지침,10,전공 나열교과목,"① 전공 나열교과목이란 해당 학과(부)·전공에서 교과과정으로 편성하고 있는 개설 가능한 전공과목을 말한다. ② 대학(원)의 학과(부)·전공에서 전공교과목으로 나열할 수 있는 최대 학점 수는 전공이수 학점 수의 4배수로 한 다. 다만, 학칙 상 또는 교과과정 상 전공의 최대 나열 학점 수는 해당 학과(부) 최대 나열 학점 수의 70%를 초과 할 수 없다. ③ 제9조제3항의 규정에 의한 학과(부)의 공통교과목 나열학점 수는 해당 학과(부) 나열학점 수의 30% 이내로 한 다."
교과과정 편성 및 운영에 관한 지침,11,교과목의 학점구조 표시,"① 교과목의 학점구조는 ‘학점 수－주당 강의시간－주당 실험시간 또는 주당 실습 시간’으로 표시한다. 다만, 주당 편성 시수를 산출하기 어려운 교과목은 예외적으로 ‘학점 수－(총 강의시간)－(총 실험시간) 또는 (총 실습시간)’으로 표시할 수 있다.  ② 학점이 없는 교과목은 두지 않는다."
교과과정 편성 및 운영에 관한 지침,12,교과목 신설,"① 교과목을 신설하고자 할 경우에는 기존의 교과목과 동일한 명칭을 사용할 수 없다. 다만, 부 득이한 경우에는 관련 대학(원)과 조정을 거쳐 학사운영위원회의 승인을 받아야 한다.  ② 교과목 명칭은 별표 2의 기준을 따른다."
교과과정 편성 및 운영에 관한 지침,13,교과목 변경,"① 기존 교과목의 명칭, 교과목구조 등 교과목 변경은 변경 전·후 교과목 간의 학문적 동질성이 유지되는 범위에서 허용한다.  ② 변경 전·후 교과목의 교과목번호에는 그 연혁을 표시하며, 연혁이 동일한 교과목을 이수할 경우 동일 교과목 을 재이수 또는 중복 이수한 것으로 본다."
교과과정 편성 및 운영에 관한 지침,14,교과목 폐지,① 8개 학기동안 미 개설된 교과목은 자동적으로 폐지된다. 이 경우 폐지 후 2년간은 동일한 교 과목을 신설할 수 없다. ② 교과목을 폐지할 경우에는 대체교과목을 지정하여야 한다.
교과과정 편성 및 운영에 관한 지침,15,대체교과목 지정,① 대체교과목은 교과목이 폐지된 경우에 한하여 지정할 수 있다.법제처                                                            3                                                       국가법령정보센터  교과과정 편성 및 운영에 관한 지침  ② 교양교과목을 전공교과목으로 또는 전공교과목을 교양교과목으로 대체 지정할 수 없다.
교과과정 편성 및 운영에 관한 지침,16,전공 선택 인정 교과목,"타 학과(부)·전공의 전공 교과목을 해당 학과(부)·전공의 전공 선택 교과목으로 인정 할 수 있으며, 그 범위는 교과과정으로 정한다."
교과과정 편성 및 운영에 관한 지침,17,세부 이수기준,"학과(부)장 또는 전공주임은 이 지침의 범위에서 해당 학과(부)·전공의 교과목 이수에 관한 세 부 이수기준을 따로 정하여 시행할 수 있다.    부칙 <제1호,2005.5.16>   이 지침은 2005년 5월 16일부터 시행된다.    부칙 <제2호,2012.6.20>  ①(시행일) 이 지침은 공포한 날부터 시행한다. ②(경과조치) 제6조 각항의 개정지침은 2013학년도 제1학기부터 적용한다.    부칙 <제3호,2014.1.20>  이 지침은 2014학년도 제1학기부터 시행한다.    부칙 <제4호,2018.10.15>  ①(시행일) 이 지침은 공포한 날부터 시행한다.  ?(경과조치) 융합과학기술대학원 융합과학부 디지털정보융합전공과 지능형융합시스템전공은 지능정보융합전공으로 2020학년도부터 통합하여 운영하며, 통합 이전에 입학한 재적생은 기존 소속을 유지한다. 다만, 학생이 희망할 경우 따로 정한 절차에 따라 교과과정상 전공인 지능정보융합전공으로 그 소속을 변경할 수 있다.    부칙 <제5호,2019.2.28>  ①(시행일) 이 지침은 공포한 날부터 시행한다.  ?(경과조치) 치의학교육학전공, 경제동물과학전공, 바이오식품산업전공, 종자생명과학전공, 그린에코시스템공학전공, 국제농업개발협력전공, 스마트도시공학전공, 도시사회혁신전공은 2019학년도 2학기부터 적용한다.    부칙 <제6호,2020.8.27>  (시행일) 이 지침은 2020년 9월 1일부터 시행한다.법제처                                                            4                                                       국가법령정보센터  교과과정 편성 및 운영에 관한 지침     부칙 <제7호,2024.2.27>"
교과과정 편성 및 운영에 관한 지침,1,시행일,이 지침은 2024년 3월 1일부터 시행한다.
서울대학교 강사료 지급 규정,1,목적,본 규정은 서울대학교에서 이루어지고 있는 강의에 대한 강사료 지급 기준과 절차를 정함을 목적으로 한다.
서울대학교 강사료 지급 규정,2,강의의 구분과 정의,"강의는 다음 각 호와 같이 구분한다. 1. 보통강의는 교과과정 학점 구조에서 강의로 정한 수업을 말한다. 2. 특수강의는 교과과정의 특성에 따라 대학(원) 및 자유전공학부, 첨단융합학부, 기초교육원에서 특수한 교과로 정하여 진행하는 수업을 말한다. [개정 2024.2.29.]  3. 실습강의는 교과과정 학점 구조에서 전부 또는 일부를 실험, 실습, 실기 등으로 정한 수업을 말한다. [신설 2019.7.10.]  4. 특별강의는 공개강좌 등 교과과정에서 정한 수업 이외의 강의·강연을 말한다. 4. [삭제 2019.7.10.] 5. [삭제 2019.7.10.]"
서울대학교 강사료 지급 규정,3,강의 책임시간,"① 전임교원의 주당 책임시간은 교과과정 학점 구조에서 정한 강의를 기준으로 9시간으로 한 다. 다만 미술대학, 음악대학 및 사범대학 체육교육과의 실기지도를 제외한 실습강의의 실험·실습·실기 시간은 2시 간을 1시간으로 계산한다. [개정 2019.7.10.] ② 전임교원 이외의 사람이 강의를 담당하는 경우의 강의시간은 제1항의 기준을 준용한다. [신설 2019.7.10.] ③ 총장은 필요하다고 인정하는 경우 전임교원의 주당 책임시간을 일부 면제할 수 있으며 이에 관한 사항은 따로 정한다. ② [삭제 2019.7.10.]"
서울대학교 강사료 지급 규정,4,강사료의 지급,"① 초과강사료는 실제로 강의한 시간수가 책임시간을 초과한 전임교원에게 초과된 시간수에 의하여 지급한다. [개정 2019.7.10.] ② 강사료는 총장의 임용에 따라 강의를 담당한 강사에게 강의담당 시간수에 의하여 지급한다. [개정 2019.7.10.] ③ 강사에게는 방학 중 임금을 지급할 수 있으며, 지급 기준 등은 총장이 따로 정한다. [신설 2019.7.10.] ④ 「서울대학교 겸임교원등 임용에 관한 규정」에 따른 비전임교원이 강의를 담당하는 경우에는 별도의 계약에 의해 총장 또는 소속기관의 장이 정하여 지급한다. [신설 2019.7.10.]"
서울대학교 강사료 지급 규정,5,강사료의 계산,"강사료는 다음 각 호에 의하여 계산한다. 1. 강사료는 매학기 1학점당 15시간을 기준으로 계산한다. [개정 2019.7.10.] 2. 시간수는 1시간을 50분 기준으로 계산한다. 3. 실습강의의 실험·실습·실기시간은 제3조제1항의 단서에 따라 계산한다. [개정 2014.1.3., 2019.7.10.]"
서울대학교 강사료 지급 규정,6,강사료의 지급기준액,시간당 강사료의 지급 기준액은 매년도의 예산범위안에서 총장이 정한다. 다만 다음 각 호의 어느 하나에 해당하는 경우에는 그 지급액을 증액할 수 있으며 이에 관한 사항은 총장이 따로 정한다. [제목 외 부분 개정 2019.7.10.] 1. 명예교수가 강의하는 경우 또는 외국인이 외국어로 강의하는 경우의 강사료 [개정 2019.7.10.] 2. 강좌별 수강인원이 80명 이상인 경우법제처                                                            2                                                       국가법령정보센터  서울대학교 강사료 지급 규정  3. 국내·외 저명인사의 강의 및 교과과정에서 정한 수업 이외의 특별강의에 대한 강사료
서울대학교 강사료 지급 규정,7,강사료 지급의 특례,다음 각 호의 어느 하나에 해당하는 경우에는 실제 강의를 담당하지 아니한 교원에게도 강사료를 지급할 수 있으며 이에 관한 사항은 총장이 따로 정한다. [제목 외 부분 개정 2019.7.10.] 1. 시험시간 2. 교내 또는 국가적 행사로 인하여 휴강한 때 3. 비상 재해 기타 급박한 사정으로 학교가 임시 휴업을 하였을 때
서울대학교 강사료 지급 규정,8,강의시간표 및 교과목 담당,① 각 대학(원)장은 매 학기초 2개월 전에 다음 학기 강의시간표를 제출하여야 한 다. ② 전항에 의하여 확정된 강의시간표 및 교과목 담당자는 부득이한 사유를 제외하고는 이를 변경할 수 없다. [조항삭제 2019.7.10.]
서울대학교 강사료 지급 규정,9,강사료의 지급,각 학과(부)장은 매월 수업상황보고서를 대학(원)장에게 제출하고 각 대학(원)장은 교과목 담당 자별 강사료가 지급되도록 관리하여야 한다.[개정 2014.1.3.]
서울대학교 강사료 지급 규정,10,강사료 지급기일,"강사료는 당월분을 익월 5일에 지급하되, 당해 일이 공휴일인 경우 그 익일에 지급한다. 다 만, 기타 규정·고용계약서 등에서 지급기일을 따로 정한 경우에는 예외로 한다.    부칙 <제1194호,2001.7.6>  이 규정은 2001학년도 제2학기부터 시행한다.    부칙 <제1931호,2014.1.3>  이 규정은 공포한 날부터 시행한다.    부칙 <제2169호,2019.7.10>"
서울대학교 강사료 지급 규정,1,시행일,이 규정은 2019년 8월 1일부터 시행한다.
서울대학교 계약에 의한 학과 설치·운영 규정,1,목적,이 규정은「산업교육진흥 및 산학연협력촉진에 관한 법률」제8조 및「서울대학교 학칙」제4조에 따라 계 약에 의한 학과의 설치·운영에 필요한 사항을 규정함을 목적으로 한다.
서울대학교 계약에 의한 학과 설치·운영 규정,2,용어의 정의,"이 규정에서 계약에 의한 학과(이하“계약학과”라 한다)란 다음 각 호의 어느 하나의 경우로 국가, 지방자치단체 또는 산업체 등(이하 “산업체등”이라 한다)과 서울대학교(이하“본교”라 한다)가 계약을 체결하여 설 치·운영하는 학과를 말한다. 1. 산업체등이 채용을 조건으로 학자금 지원계약을 체결하고, 특별한 교육과정의 운영을 요구하는 경우 2. 산업체등이 그 소속 직원의 재교육이나 직무능력 향상 또는 전직(轉職) 교육을 위하여 그 경비의 전부 또는 일 부를 부담하면서 교육을 의뢰하는 경우                제2장 계약학과 설치"
